Frequency,MonetaryTotal,CustomerTenureDays,AvgDaysBetweenPurchases,TotalTransactions,Cluster
4,554.6500000000001,298,6.456521739130435,47,1
3,213.03000000000003,14,0.3255813953488372,44,1
2,348.6,245,4.9,51,1
6,1740.6,293,2.871287128712871,102,1
1,112.75,0,0.0,8,1
1,572.81,0,0.0,48,1
1,403.3,0,0.0,43,1
6,1881.36,296,1.353211009174312,219,1
14,2351.02,293,0.4587301587301587,631,1
8,1922.28,303,3.202127659574468,95,1
1,494.64,0,0.0,28,1
11,2514.76,287,2.088888888888889,136,1
4,646.9200000000001,272,4.839285714285714,57,1
4,2861.55,299,1.3545454545454545,221,1
4,598.76,295,3.303370786516854,90,1
4,246.0,253,84.33333333333333,4,1
18,6530.040000000001,304,1.3640552995391706,218,1
13,2195.5800000000004,261,1.932330827067669,134,1
2,161.04999999999998,10,0.7142857142857143,15,1
10,2126.9300000000003,299,1.7309941520467835,172,1
1,218.51999999999995,0,0.0,77,1
7,804.23,292,5.8,51,1
2,240.0,204,13.6,16,1
2,309.36,94,1.5161290322580645,63,1
3,962.19,196,6.758620689655173,30,1
1,219.52,0,0.0,19,1
11,2124.99,286,1.0327272727272727,276,1
6,1679.64,289,3.4285714285714284,85,1
22,16989.52,308,1.670391061452514,180,1
4,1187.66,278,4.276923076923077,66,1
1,-21.85,0,0.0,5,0
1,178.21999999999997,0,0.0,19,1
9,13117.01,288,0.9283387622149836,308,1
4,2612.86,252,1.442528735632184,175,1
4,556.7499999999999,288,6.377777777777778,46,1
18,7170.7,225,0.6106442577030813,358,1
3,280.54,282,6.714285714285714,43,1
1,316.26000000000005,0,0.0,18,1
2,105.1,189,23.625,9,1
7,959.48,199,3.862745098039216,52,1
3,388.33,65,2.096774193548387,32,1
6,1827.8,285,2.00709219858156,142,1
5,1627.13,259,2.294642857142857,113,1
1,364.6,0,0.0,14,1
3,1396.9900000000002,111,1.6567164179104477,68,1
6,1351.2400000000002,294,4.409090909090909,67,1
1,289.24,0,0.0,56,1
8,3408.48,286,2.958333333333333,97,1
3,1337.48,266,0.7507082152974505,354,1
2,203.2,240,10.434782608695652,24,1
8,1452.87,279,1.910344827586207,146,1
3,319.8000000000001,44,22.0,3,1
6,1331.39,286,6.454545454545454,45,1
2,31.8,0,0.0,2,1
12,4199.85,293,8.529411764705882,35,1
7,1258.38,250,2.1379310344827585,117,1
1,113.64,0,0.0,4,1
4,456.58,58,1.9655172413793105,30,1
1,1063.0,0,0.0,14,1
5,854.9500000000002,215,8.23076923076923,27,1
1,154.41,0,0.0,8,1
4,383.34,200,12.5,17,1
13,3024.62,302,2.1449275362318843,139,1
6,1016.14,273,4.354838709677419,63,1
3,709.7099999999999,187,4.325581395348837,44,1
3,362.9500000000001,63,2.8181818181818183,23,1
5,535.97,288,9.89655172413793,30,1
5,1698.94,277,6.133333333333334,46,1
2,342.92,9,0.4285714285714285,22,1
9,2298.2,294,6.212765957446808,48,1
10,2018.91,301,4.228571428571429,71,1
3,523.0,229,114.5,3,1
4,950.36,251,4.807692307692308,53,1
2,120.90000000000002,133,16.625,9,1
3,562.41,93,5.411764705882353,18,1
3,173.74,257,23.27272727272728,12,1
3,409.5000000000001,278,23.08333333333333,13,1
1,334.40000000000003,0,0.0,17,1
6,1601.8599999999997,299,3.148936170212766,95,1
7,1944.32,158,0.2870201096892139,548,1
2,167.25,7,1.75,5,1
14,2385.48,301,1.9931972789115648,148,1
4,381.7,190,8.217391304347826,24,1
2,312.23,70,2.0588235294117645,35,1
10,2312.8,308,1.8650306748466257,164,1
5,3723.87,214,1.4589041095890412,147,1
22,26626.8,302,6.704545454545454,45,1
1,331.24,0,0.0,29,1
4,652.8199999999999,283,1.3557692307692308,209,1
1,558.32,0,0.0,33,1
4,3106.62,265,2.324561403508772,115,1
8,1212.05,299,10.571428571428571,29,1
1,118.0,0,0.0,10,1
3,996.26,299,3.973333333333333,76,1
4,605.84,223,5.972972972972973,38,1
3,379.35,216,12.647058823529411,18,1
2,457.47,7,0.2333333333333333,31,1
2,605.58,47,0.5402298850574713,88,1
7,1205.9,250,1.6644295302013423,150,1
3,306.6,7,0.6363636363636364,12,1
14,6389.8,286,0.8338278931750742,338,1
5,1903.13,300,1.2365145228215768,242,1
5,2949.12,72,1.125,65,1
3,681.0799999999999,7,0.2592592592592592,28,1
5,834.5,297,59.2,6,1
2,730.8599999999999,181,5.323529411764706,35,1
1,153.94,0,0.0,11,1
1,393.49,0,0.0,21,1
9,3605.08,298,0.4176136363636363,705,1
11,1809.81,258,2.17948717948718,118,1
5,1456.79,301,2.830188679245283,107,1
2,1118.99,238,7.212121212121212,34,1
2,611.8800000000001,89,5.235294117647059,18,1
1,381.32,0,0.0,23,1
4,1268.6999999999998,249,20.58333333333333,13,1
9,2580.91,251,1.6802721088435375,148,1
32,11216.75,303,0.4825870646766169,604,1
8,2456.8,272,1.7197452229299364,158,1
1,142.4,0,0.0,24,1
2,665.7799999999999,147,1.651685393258427,90,1
1,131.9,0,0.0,9,1
1,108.07,0,0.0,19,1
4,333.56,280,13.95,21,1
15,576.3,290,1.0,287,1
1,393.33,0,0.0,25,1
6,1119.9299999999998,290,3.6,81,1
17,4509.370000000001,282,0.8742138364779874,319,1
3,3536.8200000000006,223,0.8314606741573034,268,1
2,322.96,151,4.71875,33,1
11,1707.21,276,2.6346153846153846,105,1
5,1215.46,208,1.3205128205128205,157,1
1,155.05,0,0.0,12,1
4,1056.44,271,1.7828947368421053,153,1
3,258.88000000000005,154,4.052631578947368,39,1
8,1583.1999999999998,277,1.7777777777777777,154,1
2,375.13,27,0.3103448275862069,88,1
6,799.8199999999999,233,5.0,47,1
1,148.21,0,0.0,25,1
6,1306.98,268,3.034090909090909,89,1
7,1032.5800000000004,275,4.459016393442623,62,1
22,4709.220000000001,300,0.6561797752808989,446,1
4,1262.7500000000002,180,2.0930232558139537,87,1
6,287.02,154,30.4,6,1
2,109.8,30,5.0,7,1
1,133.35000000000002,0,0.0,8,1
1,118.95000000000002,0,0.0,8,1
3,1405.78,194,3.803921568627451,52,1
1,314.1,0,0.0,11,1
7,1976.12,291,3.2954545454545454,89,1
2,897.62,273,3.689189189189189,75,1
1,84.3,0,0.0,5,1
4,1124.0099999999998,300,4.211267605633803,72,1
1,205.48,0,0.0,37,1
1,330.79,0,0.0,20,1
14,1983.5800000000004,253,11.227272727272728,23,1
7,5739.460000000001,295,1.0280701754385966,286,1
2,397.7600000000001,4,0.1904761904761904,22,1
6,399.21,267,6.309523809523809,43,1
1,238.85,0,0.0,16,1
3,1058.62,56,0.4341085271317829,130,1
5,2083.42,209,5.594594594594595,38,1
7,852.12,210,12.9375,17,1
2,1106.4,91,2.022222222222222,46,1
1,302.69999999999993,0,0.0,21,1
4,1260.44,238,3.761904761904762,64,1
10,2666.6100000000006,301,2.208955223880597,135,1
2,324.14,244,12.2,21,1
10,2760.5599999999995,271,1.3622448979591837,197,1
3,982.4199999999998,174,6.178571428571429,29,1
10,1781.12,298,2.7383177570093458,108,1
4,3770.12,203,33.666666666666664,7,1
2,216.5,97,32.333333333333336,4,1
11,2920.04,272,2.5619047619047617,106,1
4,575.6300000000002,297,4.933333333333334,61,1
8,2543.24,269,6.186046511627907,44,1
1,530.1500000000001,0,0.0,23,1
2,197.1,78,3.0,27,1
1,-94.0,0,0.0,2,0
5,1786.79,247,2.388349514563106,104,1
4,426.61,282,4.9298245614035086,58,1
2,87.52999999999999,284,284.0,2,1
3,1703.4100000000003,169,1.806451612903225,94,1
7,1522.2500000000002,270,2.462962962962963,109,1
6,3228.84,203,0.638095238095238,316,1
5,426.81,291,6.170212765957447,48,1
3,710.29,108,0.5944444444444444,181,1
2,298.41,258,3.3506493506493507,78,1
1,436.18,0,0.0,38,1
5,2055.51,232,1.991379310344828,117,1
4,1258.06,164,7.454545454545454,23,1
3,1006.98,248,6.175,41,1
7,3626.81,277,1.5988372093023255,173,1
1,321.04999999999995,0,0.0,15,1
4,1431.7800000000002,107,1.2470588235294118,86,1
1,889.24,0,0.0,30,1
7,1432.2600000000002,266,2.5686274509803924,103,1
5,1721.57,248,2.8068181818181817,89,1
4,780.4599999999999,289,10.25,29,1
4,414.75999999999993,275,10.538461538461538,27,1
4,1498.51,248,0.8288590604026845,299,1
8,1809.05,294,3.2222222222222223,91,1
6,1612.13,212,2.441860465116279,87,1
10,1992.76,244,1.7092198581560285,142,1
5,1159.5199999999998,283,1.3177570093457944,215,1
1,821.1000000000001,0,0.0,21,1
5,1428.0200000000002,268,4.107692307692307,66,1
7,672.4399999999999,266,3.117647058823529,86,1
2,1021.58,176,2.983050847457627,60,1
3,642.8100000000001,84,1.024390243902439,83,1
5,657.2499999999999,212,6.0285714285714285,36,1
3,1341.65,177,2.6029411764705883,69,1
1,1784.71,0,0.0,10,1
2,94.35,5,5.0,2,1
5,1307.8100000000002,277,27.5,11,1
2,53.8,2,0.3333333333333333,7,1
4,1366.38,289,5.333333333333333,55,1
7,1145.43,218,1.945945945945946,112,1
1,363.7000000000001,0,0.0,13,1
1,142.4,0,0.0,7,1
6,2466.86,223,2.4831460674157304,90,1
6,2925.9100000000003,270,1.2511627906976743,216,1
1,173.05,0,0.0,12,1
2,2209.85,147,3.5,43,1
4,6287.77,267,2.293103448275862,117,1
4,601.5600000000001,224,74.0,4,1
3,1390.5,162,7.043478260869565,24,1
5,1759.5,221,55.0,5,1
11,1545.4100000000003,260,2.74468085106383,95,1
3,1298.0400000000002,224,4.392156862745098,52,1
1,826.5299999999999,0,0.0,50,1
5,684.9699999999998,237,3.9,61,1
10,1853.13,279,2.044776119402985,135,1
5,1430.94,252,3.952380952380953,64,1
12,2265.380000000001,256,2.0737704918032787,123,1
13,5154.58,292,1.051282051282051,274,1
29,7272.75,279,0.5895196506550219,459,1
2,306.55,49,4.454545454545454,12,1
8,5927.860000000001,280,0.9114754098360656,306,1
2,638.05,250,6.25,41,1
2,1250.3700000000003,92,1.2432432432432432,75,1
5,601.9799999999999,284,7.648648648648648,38,1
3,272.38,137,4.892857142857143,29,1
8,5126.34,285,3.797297297297298,75,1
8,2303.7500000000005,265,3.058139534883721,87,1
1,152.65,0,0.0,8,1
2,348.1,251,5.5777777777777775,46,1
13,2208.3,241,2.025641025641025,118,1
1,100.5,0,0.0,4,1
3,1624.2100000000005,186,2.415584415584416,78,1
2,299.75000000000006,4,0.2105263157894736,20,1
5,3376.96,228,1.808,126,1
11,1311.6200000000003,285,2.641509433962264,107,1
4,6617.65,222,8.185185185185185,28,1
4,449.52,189,14.461538461538462,14,1
5,4708.860000000001,285,1.0968992248062015,259,1
2,332.64000000000004,257,10.28,26,1
8,2318.88,293,1.95945945945946,149,1
1,307.4,0,0.0,16,1
2,688.8600000000001,177,4.657894736842105,39,1
3,674.4499999999998,118,3.0789473684210527,39,1
25,7490.17,279,1.3877551020408163,197,1
6,614.01,277,15.27777777777778,19,1
3,331.0,107,53.5,3,1
7,1603.46,258,1.7414965986394555,148,1
8,1667.97,282,0.9858657243816256,284,1
2,289.36,118,4.916666666666667,25,1
4,618.09,188,2.3375,81,1
3,845.55,130,3.0,44,1
2,1156.36,197,2.7746478873239435,72,1
1,535.3200000000002,0,0.0,92,1
9,908.99,277,1.354679802955665,204,1
1,603.42,0,0.0,33,1
7,3017.3,210,3.0144927536231885,70,1
11,3447.4,241,2.8433734939759034,84,1
3,488.2000000000001,242,8.642857142857142,29,1
4,347.82,216,7.962962962962963,28,1
4,2650.73,242,2.295238095238095,106,1
8,1441.5300000000002,253,3.1375,81,1
6,3135.98,253,1.5987261146496816,158,1
2,1078.9600000000005,36,0.4186046511627907,87,1
3,1313.66,126,1.3404255319148937,95,1
3,320.68999999999994,0,0.0,23,1
7,988.91,282,9.655172413793103,30,1
1,560.47,0,0.0,33,1
2,381.2,224,9.73913043478261,24,1
4,653.1300000000001,255,1.7210884353741496,148,1
2,270.6,289,96.33333333333331,4,1
6,629.69,169,2.0240963855421685,84,1
3,908.46,210,7.74074074074074,28,1
4,1487.7800000000002,217,4.408163265306122,50,1
6,2181.21,254,3.563380281690141,72,1
1,53.5,0,0.0,9,1
1,113.44,0,0.0,8,1
1,220.1,0,0.0,28,1
1,574.02,0,0.0,31,1
4,354.09,22,0.8461538461538461,27,1
4,1998.49,275,3.859154929577465,72,1
4,1340.7,170,2.0609756097560976,83,1
4,648.41,216,4.8,46,1
3,1848.98,249,2.394230769230769,105,1
2,689.1300000000001,195,1.3928571428571428,141,1
4,2709.1200000000003,266,1.424731182795699,187,1
12,1648.79,275,1.489010989010989,183,1
2,653.3499999999999,155,4.1891891891891895,38,1
7,2635.79,259,1.897058823529412,137,1
1,622.88,0,0.0,40,1
1,94.0,0,0.0,6,1
5,1019.39,201,2.689189189189189,75,1
2,356.98,123,7.6875,17,1
9,1412.0600000000002,239,2.383838383838384,100,1
2,385.1,279,12.681818181818182,23,1
4,501.56,231,7.931034482758621,30,1
3,3049.88,237,0.7796052631578947,305,1
6,911.26,280,6.043478260869565,47,1
2,664.26,244,3.753846153846154,66,1
11,1421.59,280,3.432098765432099,82,1
4,1676.0600000000002,274,3.211764705882353,86,1
11,2461.8500000000004,285,2.389830508474576,119,1
2,1276.0,32,16.0,3,1
1,224.91,0,0.0,16,1
6,2066.17,96,0.752,126,1
7,4582.639999999999,245,1.4294117647058824,171,1
15,10585.57,273,0.5534979423868313,487,1
4,438.49,188,10.941176470588236,18,1
7,1125.0,269,3.2962962962962963,82,1
8,3429.55,249,1.3920454545454546,177,1
3,398.69999999999993,287,13.045454545454543,23,1
2,131.17000000000002,7,0.7777777777777778,10,1
2,511.3599999999999,49,2.333333333333333,22,1
5,822.0600000000001,109,2.037735849056604,54,1
8,622.7500000000002,258,3.2,81,1
3,706.1900000000002,211,4.586956521739131,47,1
2,457.72,238,8.814814814814815,28,1
1,116.2,0,0.0,9,1
1,462.9500000000001,0,0.0,23,1
1,363.65,0,0.0,19,1
1,584.32,0,0.0,23,1
3,582.9000000000001,90,3.56,26,1
1,127.86,0,0.0,28,1
1,296.25,0,0.0,9,1
2,389.2699999999999,249,11.857142857142858,22,1
3,2651.46,192,2.3875,81,1
2,1310.47,45,0.8653846153846154,53,1
5,2140.63,229,2.235294117647059,103,1
2,377.6,10,0.4761904761904761,22,1
10,2751.2500000000005,285,2.41025641025641,118,1
4,734.5699999999999,271,8.709677419354838,32,1
19,4073.2800000000007,283,1.262443438914027,222,1
5,1072.36,278,5.326923076923077,53,1
5,3085.49,284,1.6785714285714286,169,1
2,461.19000000000005,275,6.547619047619048,43,1
4,1259.5600000000002,209,14.857142857142858,15,1
7,1774.62,250,2.1379310344827585,117,1
1,741.26,0,0.0,35,1
3,84.65,227,20.63636363636364,12,1
1,189.9,0,0.0,10,1
2,636.51,122,4.206896551724138,30,1
2,195.54999999999995,221,18.416666666666668,13,1
9,1788.2700000000004,261,2.8876404494382024,90,1
1,264.7,0,0.0,11,1
2,792.1100000000001,243,4.764705882352941,52,1
2,618.63,11,1.5714285714285714,8,1
2,64.23,0,0.0,31,1
2,944.1,17,2.125,9,1
2,140.70000000000002,8,0.8,11,1
3,468.4,236,47.0,6,1
3,669.5699999999999,284,6.738095238095238,43,1
11,2702.2200000000003,276,1.7388535031847134,158,1
5,768.08,270,1.9852941176470589,137,1
11,1995.68,280,3.4936708860759493,80,1
3,400.43,265,5.520833333333333,49,1
6,941.62,248,3.9047619047619047,64,1
9,1115.43,273,1.1850220264317182,228,1
6,1167.1600000000003,172,2.463768115942029,70,1
5,707.7200000000001,263,9.0,30,1
1,626.65,0,0.0,38,1
10,2140.22,280,2.0902255639097747,134,1
3,212.3,83,7.545454545454546,12,1
2,947.4,213,5.756756756756757,38,1
9,3002.6800000000003,275,2.060606060606061,133,1
2,486.8200000000001,133,5.541666666666667,25,1
15,3315.7100000000005,258,1.39010989010989,183,1
6,306.72,269,14.052631578947368,20,1
2,570.13,216,4.153846153846154,53,1
7,979.72,275,6.325581395348837,44,1
9,4330.67,220,1.6029411764705883,137,1
17,6841.24,252,0.8277027027027027,297,1
1,109.95000000000002,0,0.0,20,1
1,176.5,0,0.0,7,1
1,154.99,0,0.0,14,1
2,578.9399999999999,245,8.166666666666666,31,1
2,241.06,21,2.625,9,1
29,8124.4,282,0.2386867790594498,1128,1
4,748.5,238,5.173913043478261,47,1
3,514.8499999999999,23,0.7333333333333333,31,1
3,480.9200000000001,222,5.414634146341464,42,1
1,158.68,0,0.0,10,1
3,662.9399999999999,232,8.555555555555555,28,1
3,393.2800000000001,79,2.7241379310344827,30,1
4,1423.2099999999996,92,0.9891304347826086,93,1
4,102.0,219,72.66666666666667,4,1
12,7877.2,257,0.8461538461538461,300,1
6,621.6800000000001,274,4.875,57,1
5,3324.09,274,1.2697674418604652,216,1
1,133.25,0,0.0,6,1
9,1738.59,216,1.9363636363636365,111,1
4,606.28,259,2.443396226415094,107,1
2,457.81,68,2.72,26,1
9,1058.67,231,4.127272727272727,56,1
1,204.5,0,0.0,16,1
3,681.19,264,6.261904761904762,43,1
2,232.15,2,0.2857142857142857,8,1
2,291.05,114,1.4430379746835442,80,1
6,781.3000000000002,276,4.661016949152542,60,1
1,559.12,0,0.0,26,1
2,414.7000000000001,0,0.0,42,1
5,1362.2699999999998,229,6.705882352941177,35,1
5,3974.37,218,1.125,193,1
1,162.3,0,0.0,10,1
17,3013.83,280,1.6153846153846154,170,1
1,312.38,0,0.0,18,1
4,2369.16,162,1.9058823529411764,86,1
3,1888.84,209,2.3908045977011496,88,1
3,1744.76,204,2.5185185185185186,82,1
5,1880.22,264,2.988636363636364,89,1
5,1143.2699999999998,83,2.216216216216216,38,1
16,3224.53,279,1.2816901408450705,214,1
2,234.34,208,34.666666666666664,7,1
3,1002.54,115,1.6285714285714286,71,1
6,647.4000000000001,103,2.914285714285714,36,1
2,110.38,0,0.0,12,1
4,668.1400000000001,277,2.518181818181818,111,1
2,724.76,192,8.0,25,1
1,374.0,0,0.0,4,1
4,259.39,46,2.5,19,1
5,1863.35,262,2.673469387755102,99,1
7,5022.26,277,1.018450184501845,272,1
2,416.64,42,2.8,16,1
5,1285.2199999999998,278,2.638095238095238,106,1
2,129.2,131,14.555555555555555,10,1
1,306.94,0,0.0,15,1
5,3029.8700000000003,197,2.5,79,1
6,1393.79,279,17.375,17,1
3,697.7900000000001,277,3.942857142857143,71,1
4,626.38,75,3.217391304347826,24,1
1,348.2000000000001,0,0.0,14,1
1,76.1,0,0.0,2,1
2,495.7699999999999,62,2.2962962962962963,28,1
1,225.9,0,0.0,14,1
9,6838.34,251,0.9185185185185184,271,1
18,4737.13,255,0.9182156133828996,270,1
4,1092.77,102,1.7,61,1
1,166.04,0,0.0,4,1
2,231.86,264,24.0,12,1
16,3365.4300000000003,278,2.2113821138211383,124,1
1,387.31,0,0.0,22,1
3,1230.93,195,3.3448275862068964,59,1
3,981.1800000000002,251,4.901960784313726,52,1
1,222.99,0,0.0,15,1
7,1758.9199999999998,229,1.9067796610169487,119,1
2,218.06,0,0.0,29,1
5,1163.2300000000002,261,3.768115942028986,70,1
2,584.06,252,7.636363636363637,34,1
3,674.6900000000002,89,2.119047619047619,43,1
2,207.8,82,11.714285714285714,8,1
1,96.8,0,0.0,6,1
2,233.23,241,4.016666666666667,61,1
2,126.25,258,43.0,7,1
6,946.36,261,3.939393939393939,67,1
2,411.53,0,0.0,132,1
3,323.69,198,9.9,21,1
18,1893.9500000000005,276,2.144,126,1
1,164.39999999999998,0,0.0,13,1
6,666.7,186,15.416666666666666,13,1
10,2744.48,257,0.696969696969697,364,1
3,815.3199999999999,252,1.300518134715026,194,1
5,600.07,252,6.121951219512195,42,1
4,673.26,231,2.160377358490566,107,1
7,2552.86,273,1.266355140186916,215,1
7,10380.43,245,0.5761904761904761,421,1
1,136.76999999999998,0,0.0,20,1
1,217.2,0,0.0,14,1
3,258.83000000000004,192,15.916666666666666,13,1
3,709.3800000000002,217,6.027777777777778,37,1
1,180.6,0,0.0,10,1
1,315.6,0,0.0,20,1
3,2543.7200000000007,209,1.771186440677966,119,1
4,813.4800000000001,226,8.0,29,1
5,1096.3200000000002,232,1.7293233082706767,134,1
7,1000.23,246,3.5217391304347827,70,1
1,328.8,0,0.0,11,1
4,210.32,79,2.5161290322580645,32,1
1,117.55,0,0.0,22,1
3,469.0,197,3.2666666666666666,61,1
1,162.70000000000005,0,0.0,17,1
2,1110.34,76,1.2258064516129032,63,1
4,1777.7800000000002,227,1.8225806451612905,125,1
8,3598.26,268,0.9047619047619048,295,1
2,149.64,0,0.0,15,1
3,387.68,272,8.5,33,1
1,197.00000000000009,0,0.0,14,1
10,3245.47,195,1.032085561497326,188,1
3,784.5799999999999,230,7.666666666666667,31,1
4,1905.4500000000005,227,1.852459016393443,123,1
3,134.16000000000005,49,1.8846153846153848,27,1
1,325.1,0,0.0,6,1
7,10736.48,231,1.7293233082706767,134,1
1,391.52,0,0.0,9,1
9,2111.08,169,2.2133333333333334,76,1
5,2347.05,196,1.56,126,1
2,2791.59,159,1.65625,97,1
7,2503.23,245,0.7138643067846607,340,1
8,2005.06,275,0.548,501,1
1,305.1,0,0.0,18,1
19,9167.82,267,0.4924812030075188,533,1
3,3312.2500000000005,215,1.3630573248407645,158,1
11,3645.43,266,0.5874439461883408,447,1
1,108.5,0,0.0,7,1
10,1908.25,273,0.7277628032345014,372,1
3,684.41,272,2.833333333333333,97,1
4,1614.91,259,2.8876404494382024,90,1
7,1368.1799999999998,252,2.577319587628866,98,1
3,1531.4400000000005,223,2.372340425531915,95,1
11,5594.780000000001,273,0.8411214953271028,322,1
4,420.3,265,33.125,9,1
3,473.02,165,5.0,34,1
2,597.0899999999999,118,4.068965517241379,30,1
2,982.07,182,7.28,26,1
12,2774.17,253,1.441860465116279,173,1
8,936.15,274,6.4523809523809526,43,1
1,298.0,0,0.0,7,1
3,597.5,262,2.594059405940594,102,1
9,8117.420000000002,266,0.7232876712328767,366,1
1,380.5,0,0.0,24,1
4,999.7,148,2.5964912280701755,58,1
1,122.54,0,0.0,25,1
5,1867.69,218,2.284210526315789,96,1
12,3873.3,273,1.1434599156118144,238,1
10,3147.3100000000004,259,1.4488636363636365,177,1
6,1284.06,257,4.047619047619048,64,1
2,388.52,258,14.333333333333334,19,1
1,223.95,0,0.0,13,1
6,600.5200000000001,56,1.2790697674418603,44,1
1,660.0,0,0.0,2,1
4,2106.8400000000006,187,6.2,31,1
8,2749.8900000000003,196,1.4923076923076923,131,1
1,333.08,0,0.0,23,1
7,1188.32,245,3.0,82,1
2,302.27,3,0.15,21,1
1,101.34,0,0.0,7,1
2,258.7,3,0.15,21,1
3,2372.86,165,1.2992125984251968,128,1
3,176.60000000000002,192,19.2,11,1
1,268.58,0,0.0,10,1
2,245.94,199,13.266666666666667,16,1
5,499.4200000000001,233,5.634146341463414,42,1
2,288.42,175,7.954545454545454,23,1
4,544.3,185,6.814814814814815,28,1
5,2107.6600000000003,220,2.433333333333333,91,1
6,2582.51,194,1.2532467532467533,155,1
1,121.17000000000002,0,0.0,3,1
3,612.0799999999999,222,14.8,16,1
6,2707.33,230,1.387878787878788,166,1
11,6654.26,219,1.778688524590164,123,1
2,1145.5999999999997,0,0.0,34,1
5,867.83,110,0.9,121,1
8,2466.4,240,1.6458333333333333,145,1
1,108.21,0,0.0,16,1
2,471.5700000000001,19,1.4615384615384617,14,1
4,1078.9600000000005,116,2.5,47,1
3,587.15,237,9.076923076923077,27,1
5,458.04,224,3.912280701754386,58,1
2,482.01,203,3.440677966101695,60,1
5,1026.42,266,1.7483443708609272,152,1
1,296.88,0,0.0,51,1
2,334.23,80,2.051282051282051,40,1
10,2635.49,252,3.1,81,1
1,126.70000000000002,0,0.0,5,1
3,1121.59,128,1.93939393939394,67,1
23,11117.05,245,1.7194244604316546,140,1
7,2761.49,248,1.789855072463768,139,1
36,16293.1,261,2.0,125,1
2,590.0,11,11.0,2,1
7,1967.25,238,0.7919463087248322,299,1
4,615.3900000000001,258,1.1889400921658986,218,1
1,140.54,0,0.0,10,1
3,536.99,247,4.186440677966102,60,1
7,1146.96,252,5.659090909090909,45,1
1,343.61999999999995,0,0.0,22,1
2,853.3900000000001,201,4.902439024390244,42,1
1,170.75,0,0.0,25,1
3,285.5,247,30.75,9,1
1,221.19,0,0.0,45,1
7,1407.73,251,2.4653465346534653,102,1
3,1062.75,98,2.2790697674418605,44,1
1,138.28,0,0.0,21,1
11,5303.969999999999,251,0.7230320699708455,344,1
7,2201.64,240,3.305555555555556,73,1
2,254.73,0,0.0,53,1
4,275.4000000000001,56,2.5,23,1
5,902.22,264,3.6527777777777777,73,1
1,1829.04,0,0.0,29,1
2,609.8500000000001,232,8.592592592592593,28,1
3,1313.5500000000002,203,3.15625,65,1
4,948.96,259,21.5,13,1
1,439.03,0,0.0,29,1
2,1050.89,237,4.74,51,1
2,622.8499999999998,114,4.071428571428571,29,1
1,142.5,0,0.0,5,1
2,668.3599999999998,193,1.9108910891089108,102,1
2,596.85,54,7.714285714285714,8,1
5,3683.13,248,1.15962441314554,214,1
2,518.28,196,32.666666666666664,7,1
2,7829.890000000001,188,5.371428571428571,36,1
14,4734.26,266,1.434065934065934,183,1
3,1084.34,190,2.7794117647058822,69,1
3,561.57,188,18.8,11,1
12,5505.79,245,0.9565217391304348,254,1
1,62.85,0,0.0,4,1
1,333.74,0,0.0,5,1
7,1809.34,250,2.5670103092783507,98,1
3,270.79,84,1.12,76,1
15,3167.6400000000003,249,0.5493273542600897,447,1
3,417.87,188,3.5961538461538463,53,1
4,1504.2700000000002,252,2.109243697478992,120,1
5,-1165.2999999999995,217,15.428571428571429,15,0
1,914.9299999999998,0,0.0,37,1
1,676.2,0,0.0,5,1
1,251.52,0,0.0,2,1
1,1017.68,0,0.0,51,1
6,2621.38,265,1.9774436090225564,134,1
12,3021.77,167,15.0,12,1
6,4263.639999999999,266,1.1900452488687785,222,1
4,599.9,62,2.2962962962962963,28,1
14,3371.13,250,1.2385786802030456,198,1
9,3000.36,254,0.4633699633699634,547,1
1,177.14999999999998,0,0.0,7,1
2,409.98,0,0.0,22,1
13,5669.650000000001,263,1.6538461538461535,157,1
1,183.6,0,0.0,8,1
23,8093.59,264,2.181034482758621,117,1
3,950.26,244,1.4464285714285714,169,1
2,732.6300000000002,8,0.6153846153846154,14,1
3,1117.1299999999997,202,3.526315789473684,58,1
1,152.55,0,0.0,7,1
4,233.81,105,1.206896551724138,88,1
20,4379.65,265,1.4043715846994536,184,1
1,265.99999999999994,0,0.0,70,1
3,238.95000000000005,228,18.916666666666668,13,1
7,2456.9800000000005,245,2.349514563106796,104,1
4,826.52,202,1.4027777777777777,145,1
1,141.41,0,0.0,21,1
1,234.24,0,0.0,5,1
3,719.81,220,2.2,101,1
7,4892.240000000001,250,9.538461538461538,27,1
3,841.64,248,5.145833333333333,49,1
1,118.75,0,0.0,6,1
4,1735.18,234,2.297029702970297,102,1
2,629.31,235,6.911764705882353,35,1
1,344.9000000000001,0,0.0,20,1
8,2053.7,248,2.102564102564102,118,1
1,211.5,0,0.0,5,1
9,1307.41,261,0.7771084337349398,333,1
2,425.0,157,6.826086956521739,24,1
2,350.39,85,1.8888888888888888,46,1
1,138.67999999999998,0,0.0,10,1
5,638.7700000000001,218,2.541176470588235,86,1
8,2043.93,232,1.948717948717949,118,1
1,172.9,0,0.0,8,1
5,1708.1199999999997,214,2.789473684210526,77,1
4,1054.67,218,0.8097014925373134,269,1
1,320.62,0,0.0,12,1
16,7024.530000000001,260,0.71875,353,1
4,247.96,228,15.2,16,1
8,2350.0,211,2.6125,81,1
9,1680.7600000000002,198,1.8130841121495327,108,1
7,2606.53,253,2.3679245283018866,107,1
1,267.18,0,0.0,34,1
1,113.5,0,0.0,5,1
3,538.7299999999999,234,4.087719298245614,58,1
