Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,CustomerTenureDays,AvgDaysBetweenPurchases,UniqueProducts,UniqueCountries,ZeroPriceCount,CancelledTransactions,TotalTransactions,AvgLinesPerInvoice,Age,SupportTicketsCount,PreferredTimeOfDay,RegAnciennete,IP_privee,AvgBasketValue,CancelRatio,Region_Afrique,Region_Amérique du Nord,Region_Amérique du Sud,Region_Asie,Region_Autre,Region_Europe centrale,Region_Europe continentale,Region_Europe de l'Est,Region_Europe du Nord,Region_Europe du Sud,Region_Moyen-Orient,Region_Océanie,Region_UK,WeekendPreference_Inconnu,WeekendPreference_Semaine,WeekendPreference_Weekend,ProductDiversity_Explorateur,ProductDiversity_Modéré,ProductDiversity_Spécialisé,Gender_F,Gender_M,Gender_Unknown,Churn,Cluster
1,35.400000000000006,17.700000000000003,0.0,17.700000000000003,17.700000000000003,12,6.0,6,6,0,0.0,2,1,0,0,2,2.0,49.0,0.0,3,441,0,17.700000000000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
6,3543.26,21.605243902439025,17.270698027861947,3.4799999999999995,136.0,2004,12.21951219512195,1,60,175,1.0613496932515338,113,1,0,0,164,27.33333333333333,22.0,3.0,3,604,0,506.18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2
1,483.86,7.221791044776119,6.0892246919961455,1.25,40.8,258,3.850746268656717,1,48,0,0.0,66,1,0,0,67,67.0,49.0,3.0,3,757,0,241.93,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
1,306.94,20.462666666666667,11.71626187744847,11.7,60.48,470,31.33333333333333,4,288,0,0.0,15,1,0,0,15,15.0,49.0,2.0,1,694,0,153.47,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
12,2226.9100000000003,18.40421487603306,12.454096297474855,0.95,85.0,991,8.190082644628099,1,24,364,3.0083333333333333,82,1,0,0,121,10.083333333333334,74.0,0.0,3,1026,0,171.30076923076925,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2
1,324.9200000000001,15.472380952380956,8.612819459829577,5.04,39.8,166,7.904761904761905,2,24,0,0.0,21,1,0,0,21,21.0,54.0,3.0,3,716,0,162.46000000000004,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
2,1000.16,16.396065573770493,5.171987779918705,6.959999999999999,35.400000000000006,570,9.344262295081966,1,24,25,0.4166666666666667,59,1,0,0,61,30.5,49.0,4.0,2,530,0,333.38666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
10,3610.31,18.05155,14.70078991818443,-17.9,175.2,1757,8.785,-2,72,282,1.4020100502512562,137,1,0,6,200,20.0,64.0,1.0,1,761,0,328.21,0.0298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2
5,499.4200000000001,11.890952380952385,15.601999529379247,0.95,85.92,268,6.380952380952381,1,48,233,5.634146341463414,33,1,0,0,42,8.4,41.0,4.0,3,671,0,83.23666666666668,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2
3,585.7900000000001,4.437803030303031,3.944040109885762,0.39,24.75,335,2.537878787878788,1,25,166,1.267175572519084,113,1,0,0,132,44.0,33.0,1.0,3,588,0,146.44750000000002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1,85.13,2.9355172413793102,2.6876869851322462,0.84,8.850000000000001,49,1.6896551724137931,1,3,0,0.0,29,1,0,0,29,29.0,49.0,2.0,3,502,0,42.565,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
4,102.0,25.5,42.782395133200914,-34.0,68.0,12,3.0,-4,8,219,72.66666666666667,1,1,0,1,4,1.0,41.0,5.0,1,666,0,20.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2
6,1601.8599999999997,16.861684210526313,6.851285273524677,-9.95,39.6,857,9.021052631578948,-2,48,299,3.148936170212766,85,1,0,2,95,15.833333333333334,49.0,4.0,1,402,0,228.8371428571428,0.0208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2
1,519.6800000000001,18.56,5.534934841866135,10.2,39.8,168,6.0,1,12,0,0.0,28,1,0,0,28,28.0,49.0,2.0,2,710,0,259.84000000000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
3,1255.0,251.0,180.22208521710093,50.0,480.0,3700,740.0,100,1500,273,68.25,3,1,0,0,5,1.6666666666666667,56.0,2.0,1,941,0,313.75,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,2
5,768.08,5.606423357664234,4.5554911495433785,0.55,20.65,416,3.036496350364964,1,48,270,1.9852941176470589,113,1,0,0,137,27.4,50.0,3.0,2,689,0,128.01333333333335,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
2,307.76,20.517333333333333,12.54361560240716,9.96,50.85,74,4.933333333333334,3,12,125,8.928571428571429,15,1,0,0,15,7.5,53.0,2.0,1,490,0,102.58666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
3,350.16,10.610909090909091,9.022950377937766,-10.5,34.8,437,13.242424242424242,-25,25,68,2.125,24,1,0,5,33,11.0,70.0,4.0,1,562,0,87.54,0.1470588235294117,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,45.6,11.4,2.4000000000000004,10.2,15.0,48,12.0,12,12,0,0.0,4,1,0,0,4,4.0,39.0,0.0,1,444,0,22.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2,377.6,17.163636363636364,10.530728073890891,-9.95,50.0,139,6.318181818181818,-1,12,10,0.4761904761904761,20,1,0,2,22,11.0,67.0,0.0,1,970,0,125.86666666666667,0.0869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
1,175.27,6.043793103448277,10.8767935840463,0.65,60.0,123,4.241379310344827,1,48,0,0.0,28,1,0,0,29,29.0,28.0,4.0,2,743,0,87.635,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
6,3084.17,6.05927308447937,4.694014246478615,-3.3,47.7,2037,4.001964636542239,-2,36,325,0.6358267716535433,373,1,0,3,509,84.83333333333333,51.0,0.0,2,1001,0,440.5957142857143,0.0058823529411764,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2
5,4106.82,15.043296703296702,618.0913079476328,-8322.12,4161.06,2652,9.714285714285714,-36,48,51,0.1838235294117647,260,1,0,12,273,54.6,62.0,1.0,3,542,0,684.4699999999999,0.0437956204379562,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3,1796.4800000000002,17.273846153846158,9.850630388156016,5.04,67.8,1578,15.173076923076923,1,48,145,1.4077669902912622,100,1,0,0,104,34.666666666666664,39.0,2.0,1,688,1,449.12000000000006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
3,948.05,4.602184466019417,4.612940714349035,0.39,25.0,540,2.621359223300971,1,24,35,0.1707317073170731,156,1,0,0,206,68.66666666666667,29.0,2.0,3,753,0,237.0125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
2,457.91,7.385645161290322,7.284604835523359,0.29,33.6,320,5.161290322580645,1,25,51,0.8360655737704918,53,1,0,0,62,31.0,80.0,3.0,4,789,0,152.63666666666668,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
9,1867.6800000000003,9.200394088669952,11.65789142672004,0.5700000000000001,102.0,676,3.330049261083744,1,25,329,1.608910891089109,161,1,0,0,203,22.55555555555556,49.0,0.0,2,736,0,186.76800000000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2
10,1215.8199999999997,14.137441860465112,5.496601770729965,2.28,30.6,903,10.5,1,48,320,3.7058823529411766,73,1,0,0,86,8.6,58.0,4.0,3,883,0,110.52909090909088,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2
1,126.70000000000002,25.340000000000003,25.19641343524908,9.95,70.2,44,8.8,1,36,0,0.0,5,1,0,0,5,5.0,19.0,3.0,1,693,0,63.35000000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
7,2269.21,17.728203125,12.298491709173938,-19.8,60.0,1554,12.140625,-12,48,255,1.9921259842519683,88,1,0,3,128,18.285714285714285,49.0,2.0,2,841,0,283.65125,0.0232558139534883,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2
11,1676.47,17.647052631578948,15.610248534399162,-4.25,119.9,1254,13.2,-1,48,346,3.617021276595745,92,1,0,1,95,8.636363636363637,20.0,1.0,1,834,0,139.70583333333337,0.0104166666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
3,3166.4,527.7333333333333,296.74456804913325,208.8,1044.0,1584,264.0,32,720,110,22.0,6,1,0,0,6,2.0,20.0,1.0,3,855,0,791.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,126.12,18.01714285714285,7.996534070636924,10.2,33.0,43,6.142857142857143,1,12,0,0.0,7,1,0,0,7,7.0,39.0,4.0,3,484,0,63.06,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,193.14,3.273559322033897,2.047275534167185,0.42,8.5,175,2.9661016949152543,1,24,0,0.0,56,1,0,0,59,59.0,37.0,0.0,3,610,0,96.57,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
2,93.66,13.38,6.437556472244212,4.5600000000000005,20.8,90,12.857142857142858,6,24,125,20.83333333333333,7,1,0,0,7,3.5,49.0,2.0,1,779,0,31.22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
13,3219.7700000000004,19.513757575757577,9.207107365423362,5.04,59.400000000000006,1842,11.163636363636364,1,48,345,2.0853658536585367,125,1,0,0,165,12.692307692307692,50.0,2.0,3,1001,0,229.98357142857145,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
1,358.56000000000006,358.56000000000006,0.0,358.56000000000006,358.56000000000006,144,144.0,144,144,0,,1,1,0,0,1,1.0,42.0,5.0,2,844,0,179.28000000000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
1,199.48,7.9792,8.641981312176044,1.25,45.0,117,4.68,1,25,0,0.0,25,1,0,0,25,25.0,49.0,1.0,3,557,0,99.74,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
3,270.40000000000003,20.800000000000004,3.697781635498623e-15,20.8,20.8,130,10.0,10,10,101,8.416666666666666,12,1,0,0,13,4.333333333333333,49.0,5.0,2,705,0,67.60000000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
1,443.0,23.31578947368421,11.433132804747531,10.5,51.0,335,17.63157894736842,1,64,0,0.0,19,1,0,0,19,19.0,33.0,1.0,1,741,0,221.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
21,4604.219999999999,5.127193763919821,3.820767829858596,0.12,26.55,3158,3.516703786191537,1,36,364,0.3946488294314381,448,1,0,0,898,42.76190476190476,58.0,1.0,2,792,0,209.28272727272724,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2
2,265.76000000000005,18.982857142857146,8.27028734369325,4.5600000000000005,39.0,190,13.571428571428571,4,36,332,25.53846153846154,14,1,0,0,14,7.0,49.0,3.0,1,870,0,88.58666666666669,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2
7,230.7,14.41875,32.91980596844398,-53.1,53.1,78,4.875,-24,24,251,16.666666666666668,7,1,0,4,16,2.2857142857142856,31.0,1.0,3,903,0,28.8375,0.2352941176470588,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2
9,1784.12,14.388064516129033,13.763126457385424,-30.0,85.0,1621,13.07258064516129,-8,48,354,2.845528455284553,106,1,0,1,124,13.77777777777778,49.0,3.0,1,912,0,178.41199999999998,0.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
1,130.73999999999998,11.885454545454545,4.666322671304169,6.959999999999999,21.9,134,12.181818181818182,2,24,0,0.0,11,1,0,0,11,11.0,38.0,4.0,3,462,0,65.36999999999999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
2,476.96,15.385806451612902,7.112889602308168,-3.75,34.0,343,11.064516129032258,-3,25,13,0.4333333333333333,30,1,0,1,31,15.5,28.0,1.0,2,457,0,158.98666666666665,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
5,681.9100000000001,34.0955,46.77835649719802,1.45,171.84,349,17.45,1,96,161,8.421052631578947,11,1,0,0,20,4.0,64.0,5.0,3,613,0,113.65166666666669,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2
49,18740.92,35.29363465160075,74.53314066081197,-229.95,876.0,7965,15.0,-21,100,370,0.6641509433962264,152,1,0,71,531,10.83673469387755,74.0,1.0,1,1305,0,374.8184,0.1334586466165413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2
4,1982.81,20.441340206185565,22.876466284010533,-17.0,138.24,1258,12.969072164948454,-7,192,117,1.2083333333333333,77,1,0,10,97,24.25,32.0,2.0,2,797,0,396.562,0.1020408163265306,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
3,920.05,13.732089552238806,5.604945202152435,-15.0,30.6,809,12.07462686567164,-2,48,27,0.4090909090909091,60,1,0,1,67,22.33333333333333,45.0,0.0,1,639,0,230.0125,0.0147058823529411,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
2,152.06,5.430714285714286,4.342370003658975,0.42,15.3,190,6.785714285714286,1,48,121,4.481481481481482,27,1,0,0,28,14.0,38.0,2.0,3,900,0,50.68666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
10,1960.72,7.155912408759123,6.380779753553788,0.42,42.5,958,3.4963503649635035,1,36,363,1.315018315018315,146,1,0,0,274,27.4,37.0,3.0,3,864,0,178.24727272727273,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2
15,2998.28,18.857106918239,13.041511830213937,-14.85,76.5,2113,13.28930817610063,-3,120,355,2.2025316455696204,91,1,0,3,159,10.6,49.0,4.0,3,850,0,187.3925,0.01875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2
2,389.44,16.226666666666667,4.731409999113387,5.04,27.0,208,8.666666666666666,2,24,112,4.869565217391305,22,1,0,0,24,12.0,49.0,2.0,1,774,0,129.81333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
1,373.94,23.37125,8.333968142487706,14.85,50.0,117,7.3125,1,24,0,0.0,16,1,0,0,16,16.0,19.0,3.0,2,628,0,186.97,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
5,1624.05,14.764090909090909,6.194760777671495,4.5600000000000005,40.8,1611,14.645454545454545,1,48,227,2.073394495412844,106,1,0,0,110,22.0,72.0,0.0,1,719,0,270.675,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2
2,887.6500000000001,9.648369565217392,10.046161617579925,0.29,69.3,353,3.8369565217391295,1,48,25,0.2747252747252747,61,1,0,0,92,46.0,27.0,2.0,2,640,0,295.8833333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
2,213.27,5.201707317073171,4.46424232229783,0.39,25.0,60,1.4634146341463414,1,5,161,4.025,37,1,0,0,41,20.5,49.0,1.0,3,673,0,71.09,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,110.92000000000002,4.621666666666667,4.641271065284732,0.75,19.8,29,1.2083333333333333,1,4,0,0.0,24,1,0,0,24,24.0,53.0,4.0,2,562,0,55.46000000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
4,289.91,16.10611111111111,16.013162651536863,-9.96,61.2,150,8.333333333333334,-12,24,8,0.4117647058823529,15,1,0,4,18,4.5,44.0,1.0,1,782,0,57.982000000000006,0.2105263157894736,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
1,389.63999999999993,77.92799999999998,74.0227662276951,30.0,208.8,260,52.0,8,144,0,0.0,5,1,0,0,5,5.0,49.0,1.0,1,547,0,194.82,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,117.55,5.343181818181819,4.309521447704502,1.25,19.9,41,1.8636363636363635,1,6,0,0.0,22,1,0,0,22,22.0,38.0,2.0,2,740,0,58.775,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
4,652.74,19.78,38.178572115127615,1.25,217.5,872,26.424242424242426,1,288,7,0.21875,25,1,0,0,33,8.25,41.0,1.0,2,440,0,130.548,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
2,114.10000000000004,10.372727272727277,82.07613954017441,-175.6,102.0,25,2.272727272727273,-8,16,3,0.3,9,1,0,6,11,5.5,73.0,1.0,2,803,0,38.03333333333335,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
5,1786.79,17.180673076923078,17.2990447721256,4.5600000000000005,178.20000000000002,1316,12.653846153846152,1,50,247,2.388349514563106,79,1,0,0,104,20.8,46.0,2.0,1,774,0,297.79833333333335,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2
7,4310.000000000001,23.68131868131869,23.289902310501173,5.04,249.6,2458,13.505494505494504,2,240,365,2.0,103,1,0,0,182,26.0,68.0,2.0,3,785,0,538.7500000000001,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2
2,137.0,27.4,5.813776741499454,17.0,30.0,116,23.2,20,24,4,1.0,5,1,0,0,5,2.5,49.0,1.0,2,397,0,45.66666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2,775.1800000000001,27.685,22.411569515501323,10.08,93.6,566,20.214285714285715,2,144,147,5.444444444444445,27,1,0,0,28,14.0,49.0,2.0,1,573,0,258.3933333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
4,532.96,2.7758333333333334,2.112502878546528,0.39,12.75,242,1.2604166666666667,1,6,187,0.9790575916230366,160,1,0,0,192,48.0,49.0,5.0,3,893,0,106.592,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2
1,836.7900000000001,15.496111111111112,3.866734967408046,8.5,31.6,465,8.61111111111111,2,24,0,0.0,54,1,0,0,54,54.0,49.0,2.0,3,737,0,418.395,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
1,194.90000000000003,7.496153846153847,5.324996208015985,0.95,23.85,64,2.4615384615384617,1,6,0,0.0,24,1,0,0,26,26.0,49.0,4.0,1,737,0,97.45000000000002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
10,2716.6,30.523595505617976,32.32076377526285,-74.25,162.72,1298,14.584269662921349,-11,48,355,3.988636363636364,32,1,0,3,89,8.9,49.0,1.0,2,879,0,246.9636363636364,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
1,35.400000000000006,17.700000000000003,0.0,17.700000000000003,17.700000000000003,12,6.0,6,6,0,0.0,2,1,0,0,2,2.0,40.0,2.0,1,422,0,17.700000000000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
6,1611.59,18.524022988505745,8.491453495402402,6.959999999999999,66.0,1012,11.632183908045976,1,96,290,3.3488372093023258,74,1,0,0,87,14.5,63.0,2.0,1,867,0,230.22714285714284,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2
2,1418.2600000000002,6.476073059360732,4.364715709412887,0.65,27.04,764,3.4885844748858448,1,26,31,0.1422018348623853,191,1,0,0,219,109.5,49.0,1.0,3,592,0,472.7533333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1,91.68,18.336,5.585738984234763,15.0,28.08,105,21.0,1,72,0,0.0,5,1,0,0,5,5.0,49.0,2.0,1,520,0,45.84,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,163.3,13.608333333333334,7.60994664099479,3.3,25.5,50,4.166666666666667,1,10,0,0.0,12,1,0,0,12,12.0,76.0,4.0,2,491,0,81.65,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
1,208.65,5.2162500000000005,3.266044959807991,1.26,16.6,135,3.375,1,12,0,0.0,40,1,0,0,40,40.0,25.0,1.0,3,729,0,104.325,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
4,668.1400000000001,6.01927927927928,7.634923671906582,0.39,72.0,401,3.612612612612613,1,100,277,2.518181818181818,74,1,0,0,111,27.75,49.0,1.0,3,691,0,133.628,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
12,4199.85,119.9957142857143,145.23225333087353,4.95,708.0,1717,49.05714285714286,1,240,293,8.529411764705882,10,1,0,0,35,2.9166666666666665,49.0,0.0,1,1091,0,323.06538461538463,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2
1,346.98,31.543636363636367,28.29439777508165,12.6,102.0,343,31.181818181818183,1,288,0,0.0,11,1,0,0,11,11.0,61.0,3.0,3,675,0,173.49,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
5,722.7399999999999,23.31419354838709,31.34289465191896,-38.25,118.8,256,8.258064516129032,-3,24,203,6.733333333333333,27,1,0,4,31,6.2,49.0,1.0,1,737,0,120.45666666666664,0.125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2
4,588.13,17.297941176470587,6.267041145844479,6.24,35.400000000000006,357,10.5,1,64,139,4.181818181818182,26,1,0,0,34,8.5,49.0,0.0,3,876,0,117.626,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
3,950.26,5.622840236686391,5.118174454058878,0.85,46.8,417,2.467455621301775,1,72,244,1.4464285714285714,135,1,0,0,169,56.333333333333336,33.0,0.0,1,462,0,237.565,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2
1,388.58,16.190833333333334,10.913099793434004,6.64,60.0,354,14.75,3,48,0,0.0,24,1,0,0,24,24.0,49.0,2.0,1,667,0,194.29,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
6,1612.13,18.53022988505747,12.669879955472084,-8.5,58.5,788,9.057471264367816,-4,30,212,2.441860465116279,65,1,0,5,87,14.5,40.0,2.0,3,844,0,230.30428571428573,0.0568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2
1,544.08,41.8523076923077,37.67481345980055,15.0,119.4,224,17.23076923076923,4,48,0,0.0,13,1,0,0,13,13.0,21.0,1.0,1,547,0,272.04,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
3,617.93,17.16472222222222,14.998545355392896,-35.400000000000006,70.80000000000001,329,9.13888888888889,-12,24,349,9.942857142857145,28,1,0,1,36,12.0,49.0,1.0,1,769,0,154.4825,0.027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2
1,193.44,16.12,3.637841517863431,10.2,25.5,78,6.5,2,12,0,0.0,12,1,0,0,12,12.0,21.0,2.0,2,478,0,96.72,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
6,2707.33,16.30921686746988,8.34172295195836,2.88,53.1,2182,13.144578313253012,1,108,230,1.387878787878788,157,1,0,0,166,27.666666666666668,49.0,1.0,3,659,0,386.76142857142855,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2
2,263.75,13.88157894736842,17.735496191147256,-15.0,50.0,127,6.684210526315789,-9,32,11,0.6111111111111112,14,1,0,5,19,9.5,80.0,3.0,1,839,0,87.91666666666667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
1,600.0700000000002,10.346034482758624,6.347199116962459,1.25,34.0,233,4.017241379310345,1,12,0,0.0,56,1,0,0,58,58.0,49.0,3.0,2,1034,0,300.0350000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
7,1244.59,16.163506493506492,5.98317966122612,4.8,33.9,915,11.883116883116884,1,80,338,4.407894736842105,68,1,0,0,77,11.0,49.0,1.0,3,932,0,155.57375,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2
1,75.75000000000001,15.150000000000002,2.935557868617139,13.2,19.8,79,15.8,3,24,0,0.0,5,1,0,0,5,5.0,49.0,2.0,3,562,0,37.87500000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
8,3075.0400000000004,41.00053333333334,26.8024770886963,8.4,102.0,1692,22.56,2,64,218,2.9324324324324325,48,1,0,0,75,9.375,36.0,1.0,1,780,0,341.67111111111114,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2
